"TOA5","CR1000_PROFIL_CO2","CR1000","E7096","CR1000.Std.26","CPU:ICOS_PROFIL_CO2_V8.CR1","53781","Profil_CO2"
"TIMESTAMP","RECORD","CO2_avg(1)","CO2_avg(2)","CO2_avg(3)","CO2_avg(4)","CO2_avg(5)","CO2_avg(6)","H2O_avg(1)","H2O_avg(2)","H2O_avg(3)","H2O_avg(4)","H2O_avg(5)","H2O_avg(6)","Press_avg(1)","Press_avg(2)","Press_avg(3)","Press_avg(4)","Press_avg(5)","Press_avg(6)","Temp_avg(1)","Temp_avg(2)","Temp_avg(3)","Temp_avg(4)","Temp_avg(5)","Temp_avg(6)","H2Odewpoint_avg(1)","H2Odewpoint_avg(2)","H2Odewpoint_avg(3)","H2Odewpoint_avg(4)","H2Odewpoint_avg(5)","H2Odewpoint_avg(6)","Debit_avg(1)","Debit_avg(2)","Debit_avg(3)","Debit_avg(4)","Debit_avg(5)","Debit_avg(6)","Temp_gaine_Avg"
"TS","RN","ppm","ppm","ppm","ppm","ppm","ppm","ppt","ppt","ppt","ppt","ppt","ppt","kPa","kPa","kPa","kPa","kPa","kPa","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","l/min","l/min","l/min","l/min","l/min","l/min",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg"
"2014-08-28 02:15:00",2838,486.9124,438.1371,435.5659,433.8605,1.040966,401.0171,17.47389,17.23925,17.21428,17.12433,1.165418,1.517717,99.04398,99.04153,99.03293,99.03428,99.46934,99.46962,50.66254,50.66252,50.66772,50.66512,50.66772,50.66254,15.17439,14.96388,14.94002,14.85889,-20.96039,-17.90157,1.084,1.073,1.064,1.068,1.036,1.034,22.72338
"2014-08-28 02:30:00",2839,487.8563,444.5356,441.0692,438.4975,1.040966,401.0171,17.62361,17.33893,17.28648,17.22015,1.165418,1.517717,99.06057,99.05384,99.04231,99.0386,99.46934,99.46962,50.66772,50.6703,50.66514,50.66254,50.66772,50.66254,15.30984,15.05541,15.0065,14.94619,-20.96039,-17.90157,1.085,1.071,1.047,1.062,1.036,1.034,22.87525
"2014-08-28 02:45:00",2840,511.7729,449.9263,439.8184,437.4047,1.040966,401.0171,17.56218,17.21845,17.21868,17.22351,1.165418,1.517717,99.05305,99.05226,99.0495,99.04335,99.46934,99.46962,50.6651,50.66514,50.66254,50.66254,50.66772,50.66254,15.25426,14.94682,14.94661,14.94999,-20.96039,-17.90157,1.084,1.093,1.075,1.062,1.036,1.034,22.97696
"2014-08-28 03:00:00",2841,540.7728,454.4316,452.7134,445.287,1.040966,401.0171,17.52279,17.10457,17.12086,17.19346,1.165418,1.517717,99.0394,99.04153,99.03025,99.03584,99.46934,99.46962,50.66252,50.66514,50.67032,50.6677,50.66772,50.66254,15.21715,14.84212,14.85512,14.92169,-20.96039,-17.90157,1.082,1.054,1.079,1.056,1.036,1.034,22.97769
"2014-08-28 03:15:00",2842,565.5405,471.0279,452.0507,449.0251,1.040966,401.0171,17.58826,17.18486,17.21452,17.28073,1.165418,1.517717,99.04792,99.04848,99.03026,99.03026,99.46934,99.46962,50.6651,50.66772,50.66512,50.67032,50.66772,50.66254,15.27657,14.91592,14.93984,14.99947,-20.96039,-17.90157,1.073,1.065,1.073,1.079,1.036,1.034,23.07572
"2014-08-28 03:30:00",2843,570.2144,465.9477,459.0993,448.0801,1.040966,401.0171,17.80432,17.45493,17.44106,17.46699,1.165418,1.517717,99.05464,99.04612,99.04366,99.04579,99.46934,99.46962,50.66252,50.67032,50.66512,50.66514,50.66772,50.66254,15.46784,15.15784,15.14511,15.16858,-20.96039,-17.90157,1.075,1.068,1.074,1.056,1.036,1.034,23.19169
"2014-08-28 03:45:00",2844,546.3348,445.6762,442.5033,438.499,1.040966,401.0171,17.95541,17.63213,17.59846,17.54226,1.165418,1.517717,99.0579,99.0635,99.04792,99.0506,99.46934,99.46962,50.66512,50.66514,50.6677,50.6703,50.66772,50.66254,15.60018,15.31782,15.28558,15.23623,-20.96039,-17.90157,1.096,1.082,1.083,1.056,1.036,1.034,23.29382
"2014-08-28 04:00:00",2845,511.2013,447.4816,436.5182,429.95,1.040966,401.0171,17.98046,17.65344,17.6146,17.56166,1.165418,1.517717,99.06215,99.04713,99.03664,99.04146,99.46934,99.46962,50.65996,50.66512,50.66774,50.66252,50.66772,50.66254,15.62263,15.33404,15.29809,15.25199,-20.96039,-17.90157,1.082,1.078,1.07,1.057,1.036,1.034,23.30924
"2014-08-28 04:15:00",2846,492.8042,435.3256,433.6423,433.4514,1.040966,401.0171,18.01747,17.75008,17.74387,17.65103,1.165418,1.517717,99.04445,99.04713,99.02867,99.04201,99.46934,99.46962,50.65994,50.66512,50.65994,50.66514,50.66772,50.66254,15.65192,15.41912,15.41074,15.33112,-20.96039,-17.90157,1.07,1.069,1.087,1.063,1.036,1.034,23.29822
"2014-08-28 04:30:00",2847,471.4751,428.9281,426.1168,425.7628,1.040966,401.0171,18.14481,17.91172,17.8879,17.74555,1.165418,1.517717,99.03963,99.04603,99.02217,99.03316,99.46934,99.46962,50.66254,50.65996,50.66254,50.66254,50.66772,50.66254,15.7612,15.56028,15.5358,15.41294,-20.96039,-17.90157,1.076,1.09,1.07,1.064,1.036,1.034,23.34506
"2014-08-28 04:45:00",2848,470.8242,426.3722,426.6186,421.898,1.040966,401.0171,18.14703,17.91471,17.91043,17.78584,1.165418,1.517717,99.0289,99.03584,99.01733,99.0297,99.46934,99.46962,50.65994,50.66254,50.66772,50.66512,50.66772,50.66254,15.76142,15.56131,15.55466,15.44773,-20.96039,-17.90157,1.074,1.068,1.061,1.071,1.036,1.034,23.37023
"2014-08-28 05:00:00",2849,491.1957,430.036,423.4693,421.6868,1.040966,401.0171,18.25658,18.04674,18.03082,17.94654,1.165418,1.517717,99.04603,99.05138,99.03586,99.03799,99.46934,99.46962,50.65994,50.66772,50.66514,50.6729,50.66772,50.66254,15.85823,15.67837,15.66217,15.58934,-20.96039,-17.90157,1.079,1.073,1.058,1.056,1.036,1.034,23.422
"2014-08-28 05:15:00",2850,483.5904,431.4557,426.1019,420.7992,1.040966,401.0171,18.37119,18.13304,18.12222,18.05233,1.165418,1.517717,99.05138,99.05406,99.03426,99.04469,99.46934,99.46962,50.66254,50.67032,50.6703,50.66514,50.66772,50.66254,15.95699,15.75335,15.74089,15.68215,-20.96039,-17.90157,1.065,1.075,1.067,1.057,1.036,1.034,23.49908
"2014-08-28 05:30:00",2851,493.4051,425.7997,426.8487,422.2873,1.040966,401.0171,18.3555,18.07279,18.06373,18.02276,1.165418,1.517717,99.06058,99.06592,99.05227,99.05923,99.46934,99.46962,50.65478,50.66772,50.66256,50.65736,50.66772,50.66254,15.94507,15.70321,15.69323,15.65885,-20.96039,-17.90157,1.075,1.069,1.063,1.06,1.036,1.034,23.50838
"2014-08-28 05:45:00",2852,467.5719,428.5123,422.3443,424.379,1.040966,401.0171,18.35761,18.085,18.07002,18.04186,1.165418,1.517717,99.06941,99.07184,99.06564,99.05976,99.46934,99.46962,50.65994,50.66772,50.65996,50.65996,50.66772,50.66254,15.94824,15.71469,15.70076,15.67548,-20.96039,-17.90157,1.083,1.073,1.07,1.06,1.036,1.034,23.50875
"2014-08-28 06:00:00",2853,484.7253,421.4373,419.0522,419.9094,1.040966,401.0171,18.42261,18.13036,18.0868,18.0241,1.165418,1.517717,99.08283,99.08394,99.0761,99.07182,99.46934,99.46962,50.66512,50.67032,50.66254,50.66772,50.66772,50.66254,16.00571,15.75575,15.71691,15.66202,-20.96039,-17.90157,1.079,1.075,1.067,1.059,1.036,1.034,23.5357
"2014-08-28 06:15:00",2854,454.8797,416.9597,416.5333,414.2497,1.040966,401.0171,18.45288,18.27042,18.31673,18.31308,1.165418,1.517717,99.08687,99.09303,99.07533,99.07452,99.46934,99.46962,50.6677,50.6703,50.67288,50.66514,50.66772,50.66254,16.03206,15.8775,15.91432,15.91107,-20.96039,-17.90157,1.092,1.082,1.062,1.061,1.036,1.034,23.58208
"2014-08-28 06:30:00",2855,463.8361,409.4391,410.8013,410.2271,1.040966,401.0171,18.89515,18.80795,18.90599,18.63804,1.165418,1.517717,99.08821,99.08955,99.08039,99.07184,99.46934,99.46962,50.65736,50.65996,50.66774,50.66254,50.66772,50.66254,16.40369,16.3313,16.41146,16.18614,-20.96039,-17.90157,1.076,1.074,1.064,1.056,1.036,1.034,23.82253
"2014-08-28 06:45:00",2856,442.2422,404.007,404.2996,403.7232,1.040966,401.0171,20.07423,19.5628,19.28591,18.72362,1.165418,1.517717,99.09383,99.10461,99.08127,99.08821,99.46934,99.46962,50.65994,50.65736,50.66772,50.66254,50.66772,50.66254,17.35885,16.95288,16.72455,16.26057,-20.96039,-17.90157,1.065,1.067,1.066,1.041,1.036,1.034,24.33014
"2014-08-28 07:00:00",2857,421.8093,400.5034,400.0772,398.8944,1.040966,401.0171,19.57493,18.86177,18.82414,18.54754,1.165418,1.517717,99.1105,99.12148,99.10435,99.11343,99.46934,99.46962,50.65736,50.66512,50.6703,50.65996,50.66772,50.66254,16.96361,16.38124,16.34717,16.1164,-20.96039,-17.90157,1.053,1.058,1.053,1.046,1.036,1.034,24.37237
"2014-08-28 07:15:00",2858,415.9115,397.6348,396.3604,394.397,1.040966,401.0171,19.80175,18.92328,18.68907,18.02908,1.165418,1.517717,99.13705,99.13895,99.12283,99.10648,99.46934,99.46962,50.6651,50.67032,50.66772,50.65996,50.66772,50.66254,17.14971,16.43514,16.23708,15.67179,-20.96039,-17.90157,1.061,1.044,1.062,1.045,1.036,1.034,24.30844
"2014-08-28 07:30:00",2859,408.9013,386.0891,386.616,388.8747,1.040966,401.0171,19.88749,18.59431,18.32791,17.70248,1.165418,1.517717,99.14186,99.14378,99.13382,99.12552,99.46934,99.46962,50.65738,50.66512,50.66512,50.66514,50.66772,50.66254,17.21874,16.16067,15.93309,15.38958,-20.96039,-17.90157,1.052,1.075,1.053,1.038,1.036,1.034,24.38423
"2014-08-28 07:45:00",2860,388.6134,384.9295,385.2953,387.2579,1.040966,401.0171,21.50455,18.54021,17.83419,17.3649,1.165418,1.517717,99.14939,99.1403,99.13168,99.13754,99.46934,99.46962,50.66512,50.67032,50.66512,50.67032,50.66772,50.66254,18.4615,16.11439,15.50611,15.0918,-20.96039,-17.90157,1.054,1.064,1.047,1.035,1.036,1.034,24.86345
"2014-08-28 08:00:00",2861,390.8203,378.1231,382.4282,385.9953,1.040966,401.0171,21.31318,18.73216,18.47328,17.5515,1.165418,1.517717,99.14244,99.14828,99.12308,99.13059,99.46934,99.46962,50.65736,50.65736,50.65736,50.66512,50.66772,50.66254,18.31775,16.27726,16.05505,15.25698,-20.96039,-17.90157,1.06,1.042,1.042,1.034,1.036,1.034,24.92721
"2014-08-28 08:15:00",2862,391.2132,380.6994,380.6299,383.3662,1.040966,401.0171,21.1764,18.22933,18.12117,17.76355,1.165418,1.517717,99.16576,99.15904,99.14212,99.13406,99.46934,99.46962,50.65994,50.66772,50.66254,50.66254,50.66772,50.66254,18.21896,15.8527,15.75697,15.44459,-20.96039,-17.90157,1.065,1.054,1.04,1.031,1.036,1.034,25.06549
"2014-08-28 08:30:00",2863,386.3233,379.1582,380.4644,380.8279,1.040966,401.0171,20.47035,17.76425,17.42153,17.33705,1.165418,1.517717,99.1765,99.16228,99.15579,99.14694,99.46934,99.46962,50.6651,50.6677,50.66772,50.6703,50.66772,50.66254,17.68165,15.44965,15.14527,15.06828,-20.96039,-17.90157,1.061,1.048,1.035,1.027,1.036,1.034,25.07767
"2014-08-28 08:45:00",2864,387.5637,378.2126,380.3382,384.1093,1.040966,401.0171,22.27785,18.34773,17.64629,17.08424,1.165418,1.517717,99.19419,99.18317,99.15904,99.16331,99.46934,99.46962,50.65994,50.66254,50.66512,50.66512,50.66772,50.66254,19.03376,15.95779,15.3453,14.84274,-20.96039,-17.90157,1.047,1.038,1.027,1.018,1.036,1.034,25.57334
"2014-08-28 09:00:00",2865,388.6513,378.7384,378.8751,379.7005,1.040966,401.0171,22.12807,18.0983,17.43173,17.1163,1.165418,1.517717,99.19689,99.17542,99.15904,99.15849,99.46934,99.46962,50.66512,50.66514,50.66254,50.65996,50.66772,50.66254,18.92612,15.74241,15.15486,14.87096,-20.96039,-17.90157,1.045,1.039,1.037,1.028,1.036,1.034,25.99226
"2014-08-28 09:15:00",2866,385.2592,377.9502,380.1765,381.3262,1.040966,401.0171,20.51845,18.18616,17.28459,16.99279,1.165418,1.517717,99.2074,99.1757,99.17002,99.15691,99.46934,99.46962,50.66512,50.66512,50.65994,50.66252,50.66772,50.66254,17.72384,15.81821,15.02484,14.75847,-20.96039,-17.90157,1.053,1.046,1.036,1.028,1.036,1.034,26.2073
"2014-08-28 09:30:00",2867,372.5109,373.7516,379.3966,382.9081,1.040966,401.0171,21.28558,19.20634,17.96352,17.20109,1.165418,1.517717,99.20448,99.18105,99.17754,99.17699,99.46934,99.46962,50.65994,50.6729,50.66512,50.66512,50.66772,50.66254,18.30685,16.67525,15.62608,14.95058,-20.96039,-17.90157,1.029,1.033,1.013,1.011,1.036,1.034,26.71454
"2014-08-28 09:45:00",2868,387.0746,373.7845,378.6474,379.2271,1.040966,401.0171,20.54228,18.15101,17.46094,16.92037,1.165418,1.517717,99.21459,99.19683,99.17643,99.17667,99.46934,99.46962,50.66252,50.66512,50.66512,50.65996,50.66772,50.66254,17.74341,15.79131,15.18363,14.69534,-20.96039,-17.90157,1.035,1.027,1.012,1.001,1.036,1.034,26.76892
"2014-08-28 10:00:00",2869,373.2797,375.9001,377.2884,379.478,1.040966,401.0171,20.81586,17.37789,17.07857,16.65091,1.165418,1.517717,99.20219,99.17643,99.17691,99.17343,99.46934,99.46962,50.65994,50.66254,50.65738,50.6703,50.66772,50.66254,17.95155,15.1095,14.83972,14.44626,-20.96039,-17.90157,1.026,1.014,1.007,0.998,1.036,1.034,26.8106
"2014-08-28 10:15:00",2870,376.0922,374.5466,377.5339,376.3207,1.040966,401.0171,22.38025,18.16807,17.03085,16.63398,1.165418,1.517717,99.20624,99.18262,99.16808,99.16245,99.46934,99.46962,50.65736,50.65736,50.65996,50.66254,50.66772,50.66254,19.10917,15.80368,14.79493,14.42735,-20.96039,-17.90157,1.017,1.011,1,0.992,1.036,1.034,27.23765
"2014-08-28 10:30:00",2871,376.9406,375.9404,376.7427,377.205,1.040966,401.0171,21.06453,17.87417,16.91529,16.77518,1.165418,1.517717,99.20165,99.18443,99.156,99.15868,99.46934,99.46962,50.66512,50.66512,50.66254,50.65994,50.66772,50.66254,18.14029,15.54897,14.68745,14.559,-20.96039,-17.90157,0.987,0.969,0.961,0.955,1.036,1.034,27.51571
"2014-08-28 10:45:00",2872,366.7117,367.9732,373.527,376.5446,1.040966,401.0171,20.21537,17.79274,17.18373,16.6772,1.165418,1.517717,99.21343,99.18871,99.16111,99.17046,99.46934,99.46962,50.65996,50.66254,50.66514,50.66252,50.66772,50.66254,17.48863,15.47864,14.93253,14.46984,-20.96039,-17.90157,0.97,0.951,0.958,0.949,1.036,1.034,27.71193
"2014-08-28 11:00:00",2873,366.5183,373.5735,373.5005,377.797,1.040966,401.0171,22.25812,18.38906,17.45041,16.82892,1.165418,1.517717,99.2137,99.18387,99.17474,99.16216,99.46934,99.46962,50.66252,50.6703,50.66512,50.6677,50.66772,50.66254,19.02269,15.9928,15.17399,14.6091,-20.96039,-17.90157,0.975,0.964,0.959,0.952,1.036,1.034,28.07552
"2014-08-28 11:15:00",2874,363.6518,370.5423,375.6945,378.1943,1.040966,401.0171,22.77702,18.93963,17.04166,16.54126,1.165418,1.517717,99.20941,99.18175,99.17314,99.17315,99.46934,99.46962,50.65736,50.65994,50.66512,50.66254,50.66772,50.66254,19.39191,16.45534,14.80556,14.34396,-20.96039,-17.90157,0.973,0.96,0.952,0.943,1.036,1.034,28.28419
"2014-08-28 11:30:00",2875,378.5425,375.8257,377.1506,378.7299,1.040966,401.0171,19.06434,16.45933,16.18097,15.78845,1.165418,1.517717,99.22608,99.20699,99.18602,99.18815,99.46934,99.46962,50.65994,50.65736,50.66514,50.66254,50.66772,50.66254,16.56554,14.27262,14.00615,13.62852,-20.96039,-17.90157,0.974,0.961,0.955,0.952,1.036,1.034,27.99325
"2014-08-28 11:45:00",2876,372.4801,366.0884,368.8727,377.4671,1.040966,401.0171,20.15741,18.02667,17.22395,16.33308,1.165418,1.517717,99.23338,99.21479,99.20137,99.19411,99.46934,99.46962,50.6651,50.66254,50.66252,50.66252,50.66772,50.66254,17.44645,15.68675,14.97506,14.1515,-20.96039,-17.90157,0.979,0.97,0.962,0.954,1.036,1.034,27.78215
"2014-08-28 12:00:00",2877,375.8267,372.7197,375.3203,374.666,1.040966,401.0171,19.82191,17.58066,16.59582,16.33961,1.165418,1.517717,99.23927,99.22149,99.21156,99.19872,99.46934,99.46962,50.6651,50.6729,50.66254,50.66512,50.66772,50.66254,17.18204,15.29703,14.40096,14.15853,-20.96039,-17.90157,0.976,0.968,0.951,0.947,1.036,1.034,27.88397
"2014-08-28 12:15:00",2878,369.5376,363.1796,376.5305,379.1863,0.6305303,399.6862,21.37072,18.25262,17.59304,16.72534,1.707833,2.366237,99.24251,99.22259,99.21986,99.20753,99.609,99.59959,50.66252,50.6729,50.6703,50.6677,50.6677,50.66512,18.37685,15.88211,15.30745,14.51941,-16.46508,-12.51939,0.979,0.967,0.962,0.947,0.945,0.946,28.04708
"2014-08-28 12:30:00",2879,380.4814,367.9054,370.9578,375.6059,0.6305303,399.6862,19.67225,17.51036,17.51818,16.28423,1.707833,2.366237,99.24757,99.23362,99.21534,99.21343,99.609,99.59959,50.66512,50.65996,50.65994,50.66254,50.6677,50.66512,17.06366,15.2366,15.24063,14.10835,-16.46508,-12.51939,0.961,0.947,0.944,0.947,0.945,0.946,28.16284
"2014-08-28 12:45:00",2880,381.7462,372.7568,374.3045,378.871,0.6305303,399.6862,19.32644,17.05083,16.63366,15.95034,1.707833,2.366237,99.26858,99.24704,99.22743,99.21827,99.609,99.59959,50.65994,50.65994,50.65736,50.66254,50.6677,50.66512,16.78734,14.82548,14.43866,13.79003,-16.46508,-12.51939,0.963,0.961,0.952,0.949,0.945,0.946,27.91219
"2014-08-28 13:00:00",2881,373.354,369.0809,375.2436,374.8497,0.6305303,399.6862,19.36467,17.48911,16.52571,16.43183,1.707833,2.366237,99.26886,99.23902,99.23766,99.22124,99.609,99.59959,50.65736,50.65996,50.66252,50.66512,50.6677,50.66512,16.81848,15.21856,14.33962,14.24904,-16.46508,-12.51939,0.973,0.967,0.952,0.95,0.945,0.946,27.58726
"2014-08-28 13:15:00",2882,402.2259,371.9795,378.1735,377.2439,0.6305303,399.6862,19.10614,17.17305,16.64368,16.48123,1.707833,2.366237,99.271,99.23688,99.22775,99.23362,99.609,99.59959,50.67028,50.66514,50.66254,50.65994,50.6677,50.66512,16.60721,14.93463,14.44807,14.29721,-16.46508,-12.51939,0.978,0.964,0.965,0.956,0.945,0.946,27.26661
"2014-08-28 13:30:00",2883,393.3806,377.9172,377.9974,380.1769,0.6305303,399.6862,19.31645,17.60838,16.93776,16.71029,1.707833,2.366237,99.27288,99.24228,99.23311,99.22988,99.609,99.59959,50.65996,50.66512,50.66254,50.66512,50.6677,50.66512,16.77986,15.32488,14.7201,14.51008,-16.46508,-12.51939,0.987,0.978,0.972,0.962,0.945,0.946,26.69622
"2014-08-28 13:45:00",2884,388.355,374.722,376.4952,379.5799,0.6305303,399.6862,19.7239,17.95744,17.05206,16.76539,1.707833,2.366237,99.25468,99.2318,99.2184,99.21706,99.609,99.59959,50.66252,50.6677,50.66772,50.66772,50.6677,50.66512,17.10619,15.62935,14.82211,14.55912,-16.46508,-12.51939,0.994,0.976,0.975,0.965,0.945,0.946,26.34869
"2014-08-28 14:00:00",2885,389.494,372.4159,378.467,378.3189,0.6305303,399.6862,20.06256,17.87848,17.54885,17.21012,1.707833,2.366237,99.26326,99.24182,99.22966,99.22321,99.609,99.59959,50.65994,50.66514,50.65994,50.65994,50.6677,50.66512,17.3767,15.56208,15.27019,14.9659,-16.46508,-12.51939,0.994,0.982,0.974,0.974,0.945,0.946,26.24148
"2014-08-28 14:15:00",2886,392.8374,375.0023,377.3967,377.9171,0.6305303,399.6862,21.04079,17.9192,17.40296,16.76588,1.707833,2.366237,99.23991,99.22188,99.19935,99.19768,99.609,99.59959,50.67028,50.6677,50.6677,50.6677,50.6677,50.66512,18.12856,15.5945,15.13551,14.5564,-16.46508,-12.51939,1.001,0.989,0.972,0.962,0.945,0.946,26.4661
"2014-08-28 14:30:00",2887,382.4656,373.9325,376.5142,379.6533,0.6305303,399.6862,20.08006,17.6695,16.89227,16.45039,1.707833,2.366237,99.22669,99.20464,99.17918,99.17326,99.609,99.59959,50.66512,50.66254,50.66772,50.6703,50.6677,50.66512,17.38469,15.37295,14.67,14.2589,-16.46508,-12.51939,0.993,0.988,0.978,0.977,0.945,0.946,26.43484
"2014-08-28 14:45:00",2888,394.328,374.3627,375.1423,376.1021,0.6305303,399.6862,20.05095,17.41803,17.16108,16.73324,1.707833,2.366237,99.20338,99.18694,99.17162,99.16466,99.609,99.59959,50.66512,50.65996,50.66772,50.66772,50.6677,50.66512,17.35798,15.14705,14.91371,14.52119,-16.46508,-12.51939,0.993,0.992,0.98,0.97,0.945,0.946,26.43808
"2014-08-28 15:00:00",2889,397.1225,371.0557,372.4601,377.5522,0.6305303,399.6862,20.29706,17.63823,17.25859,16.7245,1.707833,2.366237,99.21008,99.19579,99.17676,99.16734,99.609,99.59959,50.65736,50.65994,50.66254,50.65996,50.6677,50.66512,17.55223,15.34397,15.00252,14.51356,-16.46508,-12.51939,1.004,0.986,0.98,0.968,0.945,0.946,26.49425
"2014-08-28 15:15:00",2890,375.9559,367.4099,377.6993,378.1345,0.6305303,399.6862,19.74344,17.67964,17.25742,16.42037,1.707833,2.366237,99.2176,99.19609,99.17729,99.17754,99.609,99.59959,50.66252,50.6703,50.6703,50.66252,50.6677,50.66512,17.11596,15.38053,15.00142,14.23144,-16.46508,-12.51939,1.009,0.986,0.982,0.972,0.945,0.946,26.70971
"2014-08-28 15:30:00",2891,383.2371,366.857,376.2049,379.38,0.6305303,399.6862,21.18116,18.23697,17.45111,16.63183,1.707833,2.366237,99.20473,99.19176,99.17216,99.16893,99.609,99.59959,50.6677,50.6703,50.66514,50.6729,50.6677,50.66512,18.22881,15.8643,15.17412,14.42739,-16.46508,-12.51939,0.997,0.985,0.973,0.966,0.945,0.946,27.19177
"2014-08-28 15:45:00",2892,374.6362,372.4614,368.3823,377.2141,0.6305303,399.6862,20.04186,17.61869,17.6494,16.59566,1.707833,2.366237,99.20306,99.18745,99.17454,99.15605,99.609,99.59959,50.66252,50.66254,50.66512,50.66512,50.6677,50.66512,17.35079,15.32538,15.35033,14.39201,-16.46508,-12.51939,0.993,0.98,0.971,0.962,0.945,0.946,27.62566
"2014-08-28 16:00:00",2893,391.2058,373.8246,375.3222,378.8362,0.6305303,399.6862,19.61162,17.49459,16.86841,16.38888,1.707833,2.366237,99.19935,99.18854,99.185,99.1657,99.609,99.59959,50.65994,50.66256,50.66512,50.6703,50.6677,50.66512,17.00724,15.21553,14.64901,14.19989,-16.46508,-12.51939,0.987,0.98,0.971,0.963,0.945,0.946,27.73538
"2014-08-28 16:15:00",2894,388.0646,376.8903,376.3974,380.3514,0.6305303,399.6862,19.35796,17.21776,16.80753,16.17766,1.707833,2.366237,99.21484,99.18694,99.17487,99.16814,99.609,99.59959,50.65736,50.65736,50.66254,50.65738,50.6677,50.66512,16.80449,14.96726,14.59142,14.0002,-16.46508,-12.51939,0.984,0.987,0.982,0.961,0.945,0.946,27.50208
"2014-08-28 16:30:00",2895,415.0595,378.7738,378.8157,378.3044,0.6305303,399.6862,19.55705,17.59223,17.19874,17.05924,1.707833,2.366237,99.21381,99.19444,99.18532,99.17644,99.609,99.59959,50.65994,50.66512,50.66514,50.66514,50.6677,50.66512,16.96564,15.30308,14.94987,14.82205,-16.46508,-12.51939,0.995,0.98,0.976,0.967,0.945,0.946,27.22324
"2014-08-28 16:45:00",2896,387.7979,377.4064,379.8405,380.1865,0.6305303,399.6862,19.10115,17.70309,17.31111,16.95963,1.707833,2.366237,99.22267,99.21159,99.19389,99.18426,99.609,99.59959,50.66252,50.66514,50.6677,50.66254,50.6677,50.66512,16.59547,15.40365,15.05238,14.73244,-16.46508,-12.51939,0.994,0.988,0.964,0.977,0.945,0.946,27.03337
"2014-08-28 17:00:00",2897,408.3575,378.4646,378.1152,381.0373,0.6305303,399.6862,19.32535,17.64557,17.45636,17.0203,1.707833,2.366237,99.22695,99.19958,99.19255,99.18532,99.609,99.59959,50.66254,50.6677,50.66514,50.66512,50.6677,50.66512,16.77984,15.35107,15.18213,14.788,-16.46508,-12.51939,1.016,0.974,0.973,0.967,0.945,0.946,26.78861
"2014-08-28 17:15:00",2898,408.5035,384.8745,385.6329,383.8555,0.6305303,399.6862,18.84042,17.3012,17.01912,16.52905,1.707833,2.366237,99.23743,99.20795,99.20439,99.20732,99.609,99.59959,50.66254,50.66254,50.66254,50.66514,50.6677,50.66512,16.3818,15.04571,14.78995,14.33798,-16.46508,-12.51939,1.006,1.005,0.974,0.971,0.945,0.946,26.47022
"2014-08-28 17:30:00",2899,400.4895,386.5749,385.2735,385.9954,0.6305303,399.6862,18.2857,17.13921,16.69588,16.60894,1.707833,2.366237,99.24181,99.21436,99.20013,99.19048,99.609,99.59959,50.65994,50.66254,50.65736,50.66512,50.6677,50.66512,15.91404,14.90059,14.49219,14.40988,-16.46508,-12.51939,1.002,0.985,0.99,0.976,0.945,0.946,26.09318
"2014-08-28 17:45:00",2900,403.6894,386.866,386.6314,385.8674,0.6305303,399.6862,18.11594,16.81739,16.53381,16.37612,1.707833,2.366237,99.2354,99.22241,99.20417,99.20226,99.609,99.59959,50.65736,50.66512,50.66254,50.66512,50.6677,50.66512,15.76717,14.60793,14.34196,14.19365,-16.46508,-12.51939,1.014,1.001,0.996,0.981,0.945,0.946,25.8593
"2014-08-28 18:00:00",2901,426.4916,390.8456,389.4352,388.073,0.6305303,399.6862,17.94008,16.76255,16.6051,16.40253,1.707833,2.366237,99.24744,99.21465,99.20472,99.19935,99.609,99.59959,50.66252,50.66772,50.66514,50.6651,50.6677,50.66512,15.61668,14.55613,14.4086,14.21809,-16.46508,-12.51939,1.019,1.005,0.998,0.982,0.945,0.946,25.58595
"2014-08-28 18:15:00",2902,413.8072,393.5154,390.2997,391.7963,0.6305303,399.6862,17.78227,16.80313,16.61341,16.60953,1.707833,2.366237,99.23912,99.21626,99.19666,99.19396,99.609,99.59959,50.66512,50.66514,50.6677,50.6677,50.6677,50.66512,15.47752,14.59383,14.41504,14.41102,-16.46508,-12.51939,1.024,1.014,1.001,0.987,0.945,0.946,25.2444
"2014-08-28 18:30:00",2903,431.3442,395.1354,394.7738,393.4913,0.6305303,399.6862,17.92938,16.95978,16.83353,16.78423,1.707833,2.366237,99.21413,99.1991,99.18406,99.18081,99.609,99.59959,50.65994,50.66772,50.66512,50.66254,50.6677,50.66512,15.60215,14.73494,14.61681,14.57087,-16.46508,-12.51939,1.027,1.016,1.008,0.995,0.945,0.946,24.68216
