;;;;;Ray1;Ray2;Ray3;Ray4;Ray5;Ray6;Ray7;Ray8;Ray9;Ray10;Ray11;Ray12;Ray13;Ray14;Ray15;Ray16;Ray17;Ray18;Ray19;Ray20;Ray21;Ray22;Ray23;Ray24;Ray25;Ray26;Ray27;Ray28;Ray29;Ray30;Ray31;Ray32;Ray33;Ray34;Ray35;Ray36;Ray37;Ray38;Ray39;Ray40;Ray41;Ray42;Ray43;Ray44;Ray45;Ray46;Ray47;Ray48;Ray49;Ray50;Ray51;Ray52;Ray53;Ray54;Ray55;Ray56;Ray57;Ray58;Ray59;Ray60;Ray61;Ray62;Ray63;Ray64;Ray65;Ray66;Ray67;Ray68;Ray69;Ray70;Ray71;Ray72;Ray73;Ray74;Ray75;Ray76;Ray77;Ray78;Ray79;Ray80;Ray81;Ray82;Ray83;Ray84;Ray85;Ray86
101;2010;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;117;600;0;0.017;0.032;0.032;0.014;0.016;0.029;0.044;0.016;0.02;0.034;0.033;0;0.011;0.041;0.057;0.017;0.03;0.035;0.038;0.018;0.292;0.326;0.006;0.017;0.008;0.04;0.015;0.011;0.045;0.034;0.044;0.017;0.022;0.025;0.023;0.026;0.015;0.024;0.018;0.057;0.024;0;0.299;0.029;0.017;0;0.031;0;0.017;0.019;0.017;0;0.029;0.014;0.015;0.024;0.015;0.013;0.018;0.016;0.014;0.056;0.034;0.53;0.415;0.06;0.033;0.028;0;0.035;0.067;0.035;0.073;0.015;0.071;0.206;0.031;0.169;0.014;0;0;0.016;0.017;0.018;0.033;0.392
101;2010;117;615;0;1.004;2.985;1.437;0.84;0.958;1.292;1.323;0.979;1.207;2.345;1.515;1.318;1.006;1.821;4.848;1.045;0.907;1.558;2.821;1.058;16.18;19.01;0.567;0.764;0.5;2.939;0.681;1.026;3.061;2.058;2.868;1.252;1.779;2.585;2.485;2.069;1.132;1.216;0.81;3.092;1.064;0.252;17.65;2.142;0.99;0;0.939;0.607;1.009;1.72;1.035;0.696;1.302;0.838;1.363;1.41;0.89;0.771;1.07;0.958;0.822;4.164;1.645;24.89;20.31;2.312;1.537;1.636;0.538;1.567;2.522;1.269;2.199;0.885;2.669;8.34;0.917;6.155;0.556;0.495;0.591;0.962;1.028;1.091;2.495;16.1
101;2010;117;630;0;1.004;3.341;1.437;0.84;0.959;1.292;1.323;0.979;1.207;2.497;1.798;1.34;1.018;1.842;5.174;1.045;0.907;1.576;2.859;1.058;16.94;19.76;0.573;0.764;0.5;3.099;0.681;1.083;3.322;2.161;2.877;1.26;1.979;2.709;2.705;2.192;1.147;1.224;0.81;3.103;1.324;0.252;18.49;2.143;0.99;0;0.939;0.607;1.009;1.739;1.035;0.646;1.302;0.838;1.379;1.482;0.89;0.771;1.07;0.958;1.329;4.539;1.847;25.87;21.09;2.61;1.805;1.692;0.538;1.567;2.522;1.446;2.236;0.885;2.669;8.43;0.917;6.193;0.642;0.495;0.591;0.962;1.028;1.091;2.512;16.7
101;2010;117;645;0;1.004;3.406;1.437;0.84;0.959;1.292;1.433;0.979;1.348;2.531;1.865;1.34;1.018;1.842;5.174;1.045;1.119;1.576;2.859;1.058;17.67;20.5;0.573;0.764;0.5;3.28;0.681;1.157;3.352;2.29;2.886;1.26;2.001;2.726;2.751;2.305;1.162;1.224;0.855;3.103;1.502;0.336;19.37;2.257;0.99;0.054;0.939;0.607;1.009;1.739;1.035;0.928;1.302;0.838;1.379;1.709;0.89;0.771;1.07;0.958;3.741;4.58;1.779;27.12;21.96;2.595;1.905;1.707;0.538;1.567;2.522;1.587;2.658;0.885;2.669;8.53;0.917;6.193;0.798;0.495;0.591;0.962;1.028;1.091;2.512;17.74
101;2010;117;700;0;1.238;4.088;2.156;1.12;1.294;1.693;1.984;0.979;1.81;2.531;2.497;1.34;1.108;1.924;5.174;1.045;1.361;1.576;3.011;1.287;22.38;25.49;0.707;1.052;0.542;3.641;0.931;1.301;3.845;2.463;3.278;1.445;2.238;3.106;3.108;2.516;1.476;1.575;1.224;3.54;2.01;0.504;24.05;3.071;0.99;0.715;1.19;1.052;1.177;2.203;1.035;0.994;1.721;1.033;1.532;1.793;0.89;0.874;1.07;1.086;4.851;4.802;2.317;32.65;27.17;3.117;2.44;2.073;1.058;1.881;2.707;1.587;3.959;0.9;2.669;9.43;1.009;6.493;0.855;0.512;1.104;1.01;1.507;1.637;2.931;22.73
101;2010;117;715;0;1.506;5.304;3.434;1.372;2.173;2.44;2.756;1.012;2.816;3.003;3.197;1.653;1.662;2.824;5.845;1.567;1.89;2.276;3.869;1.781;32.66;36.16;1.191;1.451;0.809;4.754;1.347;1.725;4.86;3.1;3.74;1.89;2.935;3.915;3.89;3.138;1.896;2.13;1.728;4.62;3.205;0.63;34.07;4.242;0.99;1.073;1.409;1.213;1.513;3.73;1.536;0.994;2.343;1.256;2.313;1.793;1.276;1.183;1.071;1.901;4.084;5.649;2.82;44.83;38.27;3.222;3.109;2.285;1.076;2.682;3.43;2.468;7.112;1.372;3.31;10.29;1.422;7.338;0.855;0.991;1.183;1.588;2.21;2.109;3.919;33.52
101;2010;117;730;0;2.242;6.926;5.079;2.323;3.658;3.473;4.012;1.452;4.425;3.577;4.362;2.211;2.103;3.397;6.63;2.246;2.706;2.924;5.05;2.945;50.56;51.69;1.93;2.079;1.351;6.319;1.93;2.263;6.45;3.961;4.559;2.478;3.928;5.038;4.992;4.024;2.531;3.011;2.547;6.137;4.943;1;49.24;6.042;0.99;1.484;2.176;1.496;1.883;5.952;1.933;1.21;3.356;1.801;3.309;2.02;1.736;1.89;1.374;2.955;3.686;6.884;3.811;62.5;54.35;4.131;4.211;3.046;1.417;3.779;4.136;3.473;11.46;2.271;4.111;12.18;2.248;8.48;1.169;1.007;1.4;2.598;3.46;3.164;5.242;48.97
101;2010;117;745;0;3.33;10.09;7.395;3.513;5.895;5.195;6.613;2.154;6.275;4.505;6.576;3.417;2.974;4.891;8.09;4.058;3.81;4.202;6.785;4.937;94.6;90.9;3.14;3.156;2.06;8.99;2.975;3.06;8.97;5.295;5.64;3.687;6.017;7.309;6.428;5.557;3.754;4.48;4.455;8.54;7.745;1.858;88.2;9.06;1.32;2.431;3.428;2.346;2.539;9.51;2.899;1.84;4.773;2.554;4.917;2.534;2.552;2.97;1.873;4.648;5.153;8.74;5.12;101.6;85.8;5.295;5.899;4.033;2.601;5.311;5.229;5.13;17.74;3.524;5.357;14.99;3.364;10.23;1.953;1.784;2.346;4.121;5.549;4.546;7.469;77.62
101;2010;117;800;0;3.915;11.16;8.45;4.884;7.204;6.256;8.42;2.774;7.179;3.425;7.591;3.975;2.963;5.095;6.476;4.806;4.172;4.096;6.117;6.101;108.6;113.2;4.478;3.639;2.518;9.65;3.482;3.134;10.11;5.2;4.934;3.771;7.003;7.904;6.04;5.557;4.075;4.839;6.138;8.7;8.83;2.387;122.1;11.37;1.27;2.735;3.741;3.094;2.539;12.5;3.192;2.022;5.294;2.792;5.728;1.877;2.626;3.433;2.034;6.229;6.509;8.01;5.438;114.7;108.6;4.951;5.949;3.624;3.928;5.921;4.674;5.236;22.34;4.085;5.054;12.69;3.777;8.61;2.937;2.593;3.509;5.195;6.817;5.091;9.09;99.4
101;2010;117;815;0;4.969;14.66;9.69;7.249;9.66;9.63;9.57;3.427;8.41;2.548;8.79;4.668;3.053;5.709;5.71;5.52;4.082;3.711;5.736;7.211;133.3;132.4;5.886;4.148;2.877;10.62;3.875;3.587;14;5.303;4.446;4.258;7.269;8.69;6.078;6.004;4.756;6.895;10.73;9.35;10.11;2.832;151.3;13.04;1.485;3.718;4.21;4.731;2.757;12.85;3.71;2.519;5.887;3.015;7.091;2.008;3.071;4.037;1.82;6.437;9.1;8.4;6.059;148.1;102.2;4.936;6.667;3.511;5.363;6.965;4.64;5.959;29.03;4.955;5.623;11.45;4.128;8.07;4.419;3.418;4.731;5.997;8.75;6.073;10.2;120.5
101;2010;117;830;0;6.023;18.72;10.25;13.85;11.98;13.37;9.48;3.753;9.03;2.531;11.24;4.69;3.053;6.732;6.399;5.137;4.58;4.744;6.212;9.57;235.7;157.2;6.79;4.309;3.11;12.93;4.019;3.913;19.19;5.432;5.03;5.585;9.67;8.42;6.336;7.494;5.719;8.45;7.317;9;10.66;4.832;171.5;15.61;1.485;3.986;4.914;7.036;3.53;15.54;5.332;3.961;5.858;4.117;8.47;4.291;3.516;5.026;2.676;11.42;11.11;10.87;7.67;229.2;108.8;5.622;7.436;4.513;7.228;8.01;6.523;7.862;41.97;5.824;7.171;13.44;4.571;8.56;8.34;3.98;5.204;6.67;10.48;7.491;14.22;170.2
101;2010;117;845;0;5.956;18.64;11.75;11.08;11.23;9.2;10.93;3.182;9.11;3.391;11;5.092;3.336;7.039;7.185;6.025;4.762;5.251;7.127;7.405;275.3;249.1;7.694;4.988;3.469;12.57;4.776;3.65;16.6;6.775;5.814;5.879;9.57;10.08;7.286;7.573;6.231;9.76;10;10.84;12.26;4.362;313.1;20.11;2.211;4.826;5.869;11.61;4.337;28.5;6.73;4.474;9.72;5.066;10;3.239;4.005;5.168;3.728;14.01;13.11;12.38;9.35;319.6;171.3;6.86;8.82;4.654;11.66;10.85;8.46;9.48;90.1;6.665;8.11;12.91;5.045;9.83;9.85;5.234;6.229;7.632;11;9.8;18.62;244
101;2010;117;900;0;7.881;22.22;13.81;21.51;18.13;7.504;19.35;5.531;9.55;4.555;16.4;6.03;4.342;8.45;9.75;9.18;5.336;7.247;9.05;11.04;385.6;106.5;9.55;6.133;4.294;16.31;5.919;6.205;36.4;8.73;7.54;7.24;11.77;22.51;7.878;9.24;11.65;11.07;9.79;13.93;13.22;6.169;281.2;21.89;2.59;5.094;6.777;8.57;5.01;34.65;7.851;5.17;15.48;5.946;12.22;4.231;4.48;6.98;3.978;13.35;14.26;13.02;11.14;443.3;448.5;7.591;11.61;5.345;11.53;15.48;8.91;11.92;87.1;8.01;11;10.89;5.045;11.26;9.19;5.631;6.761;8.95;13.32;10.8;22.14;330.2
101;2010;117;915;0;11.85;31.14;16.67;27.65;30.94;17.15;54.29;9.92;10.11;4.555;16.83;6.03;4.579;11.46;14.22;12.35;7.211;9.12;9.32;17.63;471.9;397.8;15.77;8.24;4.503;17.38;6.161;7.322;49.9;11.11;7.714;8.94;17.01;19.18;7.787;9.57;9.29;19.46;15.07;16.78;13.67;6.9;448.8;31.99;3.679;5.899;9.06;9.62;6.321;43.71;8.56;6.281;22.77;7.69;14.26;4.912;4.896;8.86;5.94;19.39;16.77;16.04;13.93;349.6;604.8;6.502;9.57;6.867;10.85;13.25;12.61;19.66;97.7;9.78;13.67;13.81;5.458;10.55;10.35;8.72;6.505;9.14;17.13;11.75;21.99;337.2
101;2010;117;930;0;11.38;35.68;16.66;23.69;20.35;29.99;31.28;9.33;18;5.82;16.98;6.856;5.122;12.65;15.35;19.97;8.75;8.98;10.6;22.32;439.7;570;25.44;22.02;4.469;17.93;7.682;9.42;40.36;10.38;10.17;10.82;14.97;15.33;7.787;6.986;6.529;17.97;15.16;23.02;16.27;7.673;577.2;62.11;4.075;6.882;14.12;14.82;7.75;82.1;12.48;8.62;24.56;10.13;18.91;3.813;4.554;10.71;7.546;28.57;22.64;20.01;21.8;369;445.5;6.547;8.97;8.22;28.14;15.53;15.63;17.17;186.7;11.09;23.97;23.95;6.88;9.51;22.29;10.58;7.195;10.1;20.59;14.95;45.15;528.5
101;2010;117;945;0;15.21;44.83;21.53;23.27;27.01;23.86;24.2;14.8;25.5;7.102;18.21;7.347;6.23;17.6;28.74;26.41;11.25;14.06;13.36;34.84;361.8;435;41.52;4.962;4.419;22.46;8.06;11.4;50.4;16.64;13.55;11.3;17.08;36.47;12.95;18.89;5.742;54.78;17.56;20.49;19.02;9.91;510.1;80.5;5.708;7.704;19.39;21.59;12.24;148.6;9.68;9.98;44.5;13.27;40.02;2.88;4.02;10.66;8.03;35.14;36.94;23.95;22.71;539.6;481.7;7.889;13.1;6.881;63.43;19.48;24.63;18.93;258.6;11.56;34.93;19.81;9.04;11.65;16.25;13.09;11.59;13.82;21.2;18.11;55.59;626.6
101;2010;117;1000;0;18.75;112.2;24.7;37.36;35.06;35.08;38.61;19.95;25.47;8.97;10.9;6.051;6.738;19.5;23.29;31.04;12.64;19.36;14.5;54.51;597.9;652.7;71.74;23.98;7.712;15.69;9.89;11.58;106.7;25.25;14.16;14.4;19.6;30.34;16.05;21.71;7.346;46.02;29.42;26.48;20.83;12.47;633;91.2;6.516;7.56;18.54;19.95;13.38;137.3;9.63;11.22;41.56;13.84;55.74;2.999;4.643;14.04;8.03;28.63;34.1;16.89;21.08;317.1;649.4;21.98;26.4;5.499;88.6;24.41;32.83;20.6;428.9;14.95;16.97;23.84;10.41;24.03;6.043;17.19;20.69;16.74;36.52;22.89;55.67;723.9
101;2010;117;1015;0;13.3;105;18.18;44.01;39.28;71.82;58.86;48.52;22.8;6.999;11.67;7.099;7.2;33.67;15.53;32.46;11.95;24.6;13.85;51.27;531.3;413.1;44.98;46.55;9.94;13.6;10.38;16.19;132.6;22.46;17.54;20.07;9.23;15.15;17.04;20.36;25.15;36.66;59.29;57.87;23.2;18.56;719.6;225.8;11.53;6.594;11.78;8.65;35.26;214.6;16.09;14.83;41.29;9.43;78.47;4.265;5.383;16.36;10.13;50.34;54.74;26.04;24.19;692.8;811;40.88;28.8;5.78;52.05;31.65;20.79;21.68;632.7;14.48;16.4;32.58;10.85;30.88;4.702;4.721;22.92;15.87;62.64;36.81;71.83;659.3
101;2010;117;1030;0;6.924;86.8;17.16;32.29;29.52;67.68;31.7;51.08;27.26;7.757;124.9;9.35;6.917;63.18;8.6;33.1;20.67;49.79;16.02;41.75;406.4;458.7;16.25;51.36;10.5;22.02;9.87;26.45;158.9;23.33;14.41;16.25;10.74;10.93;22.11;25.3;27.52;48.18;98.1;50.39;21.4;18.44;453.8;293.2;11.38;7.468;12.31;8.29;18.45;150.8;16.09;16.33;31.13;5.887;53.96;12.15;7.918;13.31;12.59;54.71;80.2;36.65;20.15;926;1026;31.29;24.8;10.98;24.11;22.38;91;24.02;771.9;16.79;24.92;47.24;11.61;49.78;5.186;4.456;17.69;14.73;54.3;33.6;66.47;411.8
101;2010;117;1045;0;10.08;65.12;61.34;13.78;58.24;76.47;22.93;37.96;26.19;16.96;58.05;12.32;8.8;58.92;8.54;33.36;15.34;51.59;15.12;44.35;313.4;429.8;8.98;54.46;52.75;39.22;6.339;105.9;133.9;28.34;25.48;14.87;50.2;19.41;46.34;19.88;18;62.85;79.08;39.46;31.42;14.89;806;284.6;6.942;12.42;17.75;27.79;13.63;281.4;22.87;16.48;25.08;5.454;42.65;19.76;9.77;17.24;17.29;124.2;33.43;34.39;26.25;891;667.7;38.84;38.51;19.04;8.98;12.23;112.2;33.83;702.8;22.5;24.08;89.4;14.91;39.7;17.97;5.941;16.79;26.86;45.21;26.59;166;902
101;2010;117;1100;0;22.92;66.21;66.7;8.12;81.7;56.22;39.01;50.55;39.87;11.57;44.28;12.79;9.4;16.79;13.69;57.3;23.13;23.79;16.63;33.28;224.4;161.4;9.45;15.47;20.57;60.48;5.597;75.2;115;111.6;25.58;26.19;78.42;95.7;44.8;31.45;41.45;46.2;41.86;35.24;36.36;9.58;148.5;297.8;3.462;19.11;63.45;31.85;79.04;497.9;20.21;20.19;36.67;6.918;29.48;14.49;9.19;21.33;17.58;142.5;31.82;30.71;29.47;1060;708;40.2;44.29;14.64;8.32;12.01;67.24;41.35;406.4;17.46;20.38;55.98;16.64;38.89;36.99;27.81;16.96;27.18;49.36;64.78;175;198.4
101;2010;117;1115;0;23.21;95.5;35.52;9.52;80.3;131.2;50.75;59.12;42.36;11.01;75.7;16.45;6.519;9.2;47.27;111.7;16.68;13.57;17.61;39.44;713.8;175;23.71;15.2;51.23;92.2;5.808;80.1;337.1;260.7;26.97;33.94;92;88.2;26.35;30.79;56.05;123.5;43.14;44.74;60.82;25.09;143.9;121;3.462;17.5;34.69;63.5;34.7;221.7;48.69;42.9;70.18;50.11;16.22;17.29;9.69;11.5;16.33;85.6;47.85;50.3;26.3;379.9;381.8;60.38;47.94;16.11;8.89;12.63;148.6;49.99;314.1;22.14;24.8;146.9;16.85;65.62;23.14;35.14;51.37;25.38;49.97;59.74;86.4;170.8
101;2010;117;1130;0;24.42;121.6;48.67;23.21;27.37;128.9;49.16;80.1;22.18;10.62;76.48;15.62;5.14;9.2;37.54;79.67;12.72;23.09;27.99;60.99;1080;299.8;101.2;11.7;41.88;78.22;6.784;37.91;455.4;163.5;20.15;34.21;298.4;63.75;30.45;43.46;63.94;65.56;21.15;29.01;37.52;31.04;139.6;274.4;10.2;28.67;22.22;68.67;14.06;558.1;85.4;36.26;38.01;38.35;16.83;21.77;11.34;8.86;17.77;165.8;65.81;53.37;34.9;797.2;1325;81.2;78.17;24;54.13;17.68;57.55;75.28;846;42.68;36.89;102.1;15.49;54.05;33.13;23.23;60.05;66.41;99.4;53.85;199.5;166.5
101;2010;117;1145;0;24.74;40.04;50.05;43.83;143.1;104.2;30.94;53.53;20.19;8.85;36.44;21.64;5.682;9.57;27.12;28.18;42.47;26.37;22.66;72.08;1021;936;74.15;12.62;18.75;54.22;9.75;27.24;445;133.5;16.75;25.63;173.4;61.15;28.78;24.09;31.49;36.6;78.44;49.72;22.88;15.77;144.5;119.2;30.3;23.07;23.33;47.19;13.34;414.6;51.31;69.34;54.19;21.01;17;33.54;13.95;9.22;17.95;82.4;98.8;40.39;29.5;1333;1387;114.7;53.6;23.16;128.1;46;40.85;98.9;886;35.66;48.14;48.48;22.13;68.05;35.63;19.14;74.24;72.58;55.95;53.88;139.4;165.4
101;2010;117;1200;0;39.63;25.06;85.7;59.33;28.88;57.62;39.68;58.81;23.46;14.27;61.08;28.73;5.795;10.42;37.15;48.08;17.79;53.09;30.15;70.54;776.4;1183;78.26;18.76;29.55;128.7;9.75;10.07;116.8;293.4;17.54;21.28;53.69;27.74;69.25;26.95;31.38;39.35;57.67;61.56;52.12;27.23;151;31.7;82.2;80.5;11.87;77.7;22.54;417.6;49.08;163.1;34.3;15.11;18.08;62.91;16.49;9.77;15.95;112.6;114.5;54.05;57.66;1316;1442;96.6;80.9;34.01;53.71;45.78;36.41;55.56;578.1;67.77;77.3;112.3;36.32;108.8;38.26;51.65;44.74;78.15;79.79;35.47;93.3;171.5
101;2010;117;1215;0;22.75;25.27;182.6;23.15;19.63;104.4;58.08;17.86;31.6;51.99;39.01;67.01;8.02;15.33;59.08;78.79;19.49;42.89;69.55;164.4;1218;1159;140.3;13.39;57.27;67.55;13.8;11.27;80.4;74.43;20.24;12.91;82.2;28.27;156.5;19.43;93.8;13.33;80.2;73.05;29.53;14.81;154.1;28.25;59.46;75.83;10.62;264.1;13.18;492.9;54.68;166.6;30.41;17.54;32.37;60.95;13.26;11.3;31.83;94.6;56.63;65.96;83.8;1373;688.1;166.9;49.94;32.23;39.23;185.9;42.89;107.3;848;51.52;136.3;159.9;50.72;78.44;90.9;93.3;67.34;23.98;60.49;40.45;71.38;175.2
